case_id,atm_id,mule_score,burst_score,geo_score,hub_score,label
41,ATM006,0.3993,0.7583,0.3804,0.8808,0
41,ATM007,0.3993,0.7583,0.8322,0.0,0
41,ATM008,0.3993,0.7583,0.3704,0.0,0
41,ATM009,0.3993,0.7583,0.2,0.0,0
41,ATM010,0.3993,0.7583,0.1857,1.0,0
41,ATM011,0.3993,0.7583,0.4118,0.2197,0
41,ATM012,0.3993,0.7583,0.153,0.0,0
42,ATM001,0.2721,0.4803,0.5003,1.0,0
42,ATM002,0.2721,0.4803,0.2786,0.2214,0
42,ATM003,0.2721,0.4803,0.0328,0.0,0
42,ATM004,0.2721,0.4803,0.6784,0.2201,0
42,ATM005,0.2721,0.4803,0.4713,1.0,0
42,ATM006,0.2721,0.4803,0.3804,0.8808,0
42,ATM007,0.2721,0.4803,0.8322,0.0,1
42,ATM008,0.2721,0.4803,0.3704,0.0,0
42,ATM009,0.2721,0.4803,0.2,0.0,0
42,ATM010,0.2721,0.4803,0.1857,1.0,0
42,ATM011,0.2721,0.4803,0.4118,0.2197,0
42,ATM012,0.2721,0.4803,0.153,0.0,0
43,ATM001,0.1108,0.0235,0.6397,1.0,0
43,ATM002,0.1108,0.0235,0.3232,0.2214,0
43,ATM003,0.1108,0.0235,0.6754,0.0,0
43,ATM004,0.1108,0.0235,0.0208,0.2201,0
43,ATM005,0.1108,0.0235,0.7704,1.0,0
43,ATM006,0.1108,0.0235,0.5226,0.8808,0
43,ATM007,0.1108,0.0235,0.7336,0.2271,0
43,ATM008,0.1108,0.0235,0.2824,0.0,0
43,ATM009,0.1108,0.0235,0.1115,0.0,0
43,ATM010,0.1108,0.0235,0.2449,1.0,1
43,ATM011,0.1108,0.0235,0.2302,0.2197,0
43,ATM012,0.1108,0.0235,0.1498,0.0,0
44,ATM001,0.2324,0.3855,0.6397,1.0,1
44,ATM002,0.2324,0.3855,0.3232,0.2214,0
44,ATM003,0.2324,0.3855,0.6754,0.0,0
44,ATM004,0.2324,0.3855,0.0208,0.2201,0
44,ATM005,0.2324,0.3855,0.7704,1.0,0
44,ATM006,0.2324,0.3855,0.5226,0.8808,0
44,ATM007,0.2324,0.3855,0.7336,0.2271,0
44,ATM008,0.2324,0.3855,0.2824,0.0,0
44,ATM009,0.2324,0.3855,0.1115,0.0,0
44,ATM010,0.2324,0.3855,0.2449,1.0,0
44,ATM011,0.2324,0.3855,0.2302,0.2197,0
44,ATM012,0.2324,0.3855,0.1498,0.0,0
45,ATM001,0.4508,0.8636,0.6397,1.0,1
45,ATM002,0.4508,0.8636,0.3232,0.2214,0
45,ATM003,0.4508,0.8636,0.6754,0.0,0
45,ATM004,0.4508,0.8636,0.0208,0.2201,0
45,ATM005,0.4508,0.8636,0.7704,1.0,0
45,ATM006,0.4508,0.8636,0.5226,0.8808,0
45,ATM007,0.4508,0.8636,0.7336,0.2271,0
45,ATM008,0.4508,0.8636,0.2824,0.0,0
45,ATM009,0.4508,0.8636,0.1115,0.0,0
45,ATM010,0.4508,0.8636,0.2449,1.0,0
45,ATM011,0.4508,0.8636,0.2302,0.2197,0
45,ATM012,0.4508,0.8636,0.1498,0.0,0
46,ATM001,0.2177,0.3488,0.6397,1.0,1
46,ATM002,0.2177,0.3488,0.3232,0.2214,0
46,ATM003,0.2177,0.3488,0.6754,0.0,0
46,ATM004,0.2177,0.3488,0.0208,0.2201,0
46,ATM005,0.2177,0.3488,0.7704,1.0,0
46,ATM006,0.2177,0.3488,0.5226,0.8808,0
46,ATM007,0.2177,0.3488,0.7336,0.2271,0
46,ATM008,0.2177,0.3488,0.2824,0.0,0
46,ATM009,0.2177,0.3488,0.1115,0.0,0
46,ATM010,0.2177,0.3488,0.2449,1.0,0
46,ATM011,0.2177,0.3488,0.2302,0.2197,0
46,ATM012,0.2177,0.3488,0.1498,0.0,0
47,ATM001,0.4776,0.917,0.6397,1.0,1
47,ATM002,0.4776,0.917,0.3232,0.2214,0
47,ATM003,0.4776,0.917,0.6754,0.0,0
47,ATM004,0.4776,0.917,0.0208,0.2201,0
47,ATM005,0.4776,0.917,0.7704,1.0,0
47,ATM006,0.4776,0.917,0.5226,0.8808,0
47,ATM007,0.4776,0.917,0.7336,0.2271,0
47,ATM008,0.4776,0.917,0.2824,0.0,0
47,ATM009,0.4776,0.917,0.1115,0.0,0
47,ATM010,0.4776,0.917,0.2449,1.0,0
47,ATM011,0.4776,0.917,0.2302,0.2197,0
47,ATM012,0.4776,0.917,0.1498,0.0,0
48,ATM001,0.5183,0.9967,0.6054,1.0,0
48,ATM002,0.5183,0.9967,0.0296,0.2214,0
48,ATM003,0.5183,0.9967,0.2712,0.0,0
48,ATM004,0.5183,0.9967,0.319,0.2201,0
48,ATM005,0.5183,0.9967,0.4439,1.0,0
48,ATM006,0.5183,0.9967,0.6973,0.8808,1
48,ATM007,0.5183,0.9967,0.3976,0.2271,0
48,ATM008,0.5183,0.9967,0.446,0.0,0
48,ATM009,0.5183,0.9967,0.0813,0.0,0
48,ATM010,0.5183,0.9967,0.7441,1.0,0
48,ATM011,0.5183,0.9967,0.1531,0.2197,0
48,ATM012,0.5183,0.9967,0.5122,0.0,0
49,ATM001,0.3703,0.6977,0.0445,1.0,0
49,ATM002,0.3703,0.6977,0.5927,0.2214,0
49,ATM003,0.3703,0.6977,0.5069,0.0,0
49,ATM004,0.3703,0.6977,0.6535,0.2201,0
49,ATM005,0.3703,0.6977,0.8299,1.0,0
49,ATM006,0.3703,0.6977,0.8968,1.0,0
49,ATM007,0.3703,0.6977,0.73,0.2271,0
49,ATM008,0.3703,0.6977,0.416,0.0,0
49,ATM009,0.3703,0.6977,0.1062,0.0,0
49,ATM010,0.3703,0.6977,0.4303,1.0,1
49,ATM011,0.3703,0.6977,0.2161,0.2197,0
49,ATM012,0.3703,0.6977,0.2695,0.0,0
50,ATM001,0.1084,0.0105,0.6054,1.0,0
50,ATM002,0.1084,0.0105,0.0296,0.2214,0
50,ATM003,0.1084,0.0105,0.2712,0.0,0
50,ATM004,0.1084,0.0105,0.319,0.2201,0
50,ATM005,0.1084,0.0105,0.4439,1.0,0
50,ATM006,0.1084,0.0105,0.6973,1.0,0
50,ATM007,0.1084,0.0105,0.3976,0.2271,0
50,ATM008,0.1084,0.0105,0.446,0.0,0
50,ATM009,0.1084,0.0105,0.0813,0.0,0
50,ATM010,0.1084,0.0105,0.7441,1.0,1
50,ATM011,0.1084,0.0105,0.1531,0.2197,0
50,ATM012,0.1084,0.0105,0.5122,0.0,0
51,ATM001,0.2394,0.4025,0.6054,1.0,1
51,ATM002,0.2394,0.4025,0.0296,0.2214,0
51,ATM003,0.2394,0.4025,0.2712,0.0,0
51,ATM004,0.2394,0.4025,0.319,0.2201,0
51,ATM005,0.2394,0.4025,0.4439,1.0,0
51,ATM006,0.2394,0.4025,0.6973,1.0,0
51,ATM007,0.2394,0.4025,0.3976,0.2271,0
51,ATM008,0.2394,0.4025,0.446,0.0,0
51,ATM009,0.2394,0.4025,0.0813,0.0,0
51,ATM010,0.2394,0.4025,0.7441,1.0,0
51,ATM011,0.2394,0.4025,0.1531,0.2197,0
51,ATM012,0.2394,0.4025,0.5122,0.0,0
52,ATM001,0.3463,0.6462,0.5003,1.0,0
52,ATM002,0.3463,0.6462,0.2786,0.2214,0
52,ATM003,0.3463,0.6462,0.0328,0.0,0
52,ATM004,0.3463,0.6462,0.6784,0.2201,0
52,ATM005,0.3463,0.6462,0.4713,1.0,0
52,ATM006,0.3463,0.6462,0.3804,1.0,0
52,ATM007,0.3463,0.6462,0.8322,0.2271,1
52,ATM008,0.3463,0.6462,0.3704,0.0,0
52,ATM009,0.3463,0.6462,0.2,0.0,0
52,ATM010,0.3463,0.6462,0.1857,1.0,0
52,ATM011,0.3463,0.6462,0.4118,0.2197,0
52,ATM012,0.3463,0.6462,0.153,0.0,0
53,ATM001,0.3327,0.6167,0.0445,1.0,0
53,ATM002,0.3327,0.6167,0.5927,0.2214,0
53,ATM003,0.3327,0.6167,0.5069,0.0,0
53,ATM004,0.3327,0.6167,0.6535,0.2201,0
53,ATM005,0.3327,0.6167,0.8299,1.0,0
53,ATM006,0.3327,0.6167,0.8968,1.0,1
53,ATM007,0.3327,0.6167,0.73,0.4575,0
53,ATM008,0.3327,0.6167,0.416,0.0,0
53,ATM009,0.3327,0.6167,0.1062,0.0,0
53,ATM010,0.3327,0.6167,0.4303,1.0,0
53,ATM011,0.3327,0.6167,0.2161,0.2197,0
53,ATM012,0.3327,0.6167,0.2695,0.0,0
54,ATM001,0.1086,0.0116,0.6054,1.0,1
54,ATM002,0.1086,0.0116,0.0296,0.2214,0
54,ATM003,0.1086,0.0116,0.2712,0.0,0
54,ATM004,0.1086,0.0116,0.319,0.2201,0
54,ATM005,0.1086,0.0116,0.4439,1.0,0
54,ATM006,0.1086,0.0116,0.6973,1.0,0
54,ATM007,0.1086,0.0116,0.3976,0.4575,0
54,ATM008,0.1086,0.0116,0.446,0.0,0
54,ATM009,0.1086,0.0116,0.0813,0.0,0
54,ATM010,0.1086,0.0116,0.7441,1.0,0
54,ATM011,0.1086,0.0116,0.1531,0.2197,0
54,ATM012,0.1086,0.0116,0.5122,0.0,0
55,ATM001,0.4354,0.8325,0.6397,1.0,0
55,ATM002,0.4354,0.8325,0.3232,0.2214,0
55,ATM003,0.4354,0.8325,0.6754,0.0,0
55,ATM004,0.4354,0.8325,0.0208,0.2201,0
55,ATM005,0.4354,0.8325,0.7704,1.0,1
55,ATM006,0.4354,0.8325,0.5226,1.0,0
55,ATM007,0.4354,0.8325,0.7336,0.4575,0
55,ATM008,0.4354,0.8325,0.2824,0.0,0
55,ATM009,0.4354,0.8325,0.1115,0.0,0
55,ATM010,0.4354,0.8325,0.2449,1.0,0
55,ATM011,0.4354,0.8325,0.2302,0.2197,0
55,ATM012,0.4354,0.8325,0.1498,0.0,0
56,ATM001,0.1169,0.0506,0.5003,1.0,0
56,ATM002,0.1169,0.0506,0.2786,0.2214,0
56,ATM003,0.1169,0.0506,0.0328,0.0,0
56,ATM004,0.1169,0.0506,0.6784,0.2201,0
56,ATM005,0.1169,0.0506,0.4713,1.0,0
56,ATM006,0.1169,0.0506,0.3804,1.0,1
56,ATM007,0.1169,0.0506,0.8322,0.4575,0
56,ATM008,0.1169,0.0506,0.3704,0.0,0
56,ATM009,0.1169,0.0506,0.2,0.0,0
56,ATM010,0.1169,0.0506,0.1857,1.0,0
56,ATM011,0.1169,0.0506,0.4118,0.2197,0
56,ATM012,0.1169,0.0506,0.153,0.0,0
57,ATM001,0.2583,0.4478,0.6397,1.0,0
57,ATM002,0.2583,0.4478,0.3232,0.2214,0
57,ATM003,0.2583,0.4478,0.6754,0.0,0
57,ATM004,0.2583,0.4478,0.0208,0.2201,0
57,ATM005,0.2583,0.4478,0.7704,1.0,0
57,ATM006,0.2583,0.4478,0.5226,1.0,0
57,ATM007,0.2583,0.4478,0.7336,0.4575,0
57,ATM008,0.2583,0.4478,0.2824,0.0,0
57,ATM009,0.2583,0.4478,0.1115,0.0,0
57,ATM010,0.2583,0.4478,0.2449,1.0,1
57,ATM011,0.2583,0.4478,0.2302,0.2197,0
57,ATM012,0.2583,0.4478,0.1498,0.0,0
58,ATM001,0.1672,0.2144,0.5003,1.0,0
58,ATM002,0.1672,0.2144,0.2786,0.2214,0
58,ATM003,0.1672,0.2144,0.0328,0.0,0
58,ATM004,0.1672,0.2144,0.6784,0.2201,0
58,ATM005,0.1672,0.2144,0.4713,1.0,0
58,ATM006,0.1672,0.2144,0.3804,1.0,0
58,ATM007,0.1672,0.2144,0.8322,0.4575,1
58,ATM008,0.1672,0.2144,0.3704,0.0,0
58,ATM009,0.1672,0.2144,0.2,0.0,0
58,ATM010,0.1672,0.2144,0.1857,1.0,0
58,ATM011,0.1672,0.2144,0.4118,0.2197,0
58,ATM012,0.1672,0.2144,0.153,0.0,0
59,ATM001,0.1218,0.0697,0.0445,1.0,0
59,ATM002,0.1218,0.0697,0.5927,0.2214,0
59,ATM003,0.1218,0.0697,0.5069,0.0,0
59,ATM004,0.1218,0.0697,0.6535,0.2201,0
59,ATM005,0.1218,0.0697,0.8299,1.0,1
59,ATM006,0.1218,0.0697,0.8968,1.0,0
59,ATM007,0.1218,0.0697,0.73,0.6901,0
59,ATM008,0.1218,0.0697,0.416,0.0,0
59,ATM009,0.1218,0.0697,0.1062,0.0,0
59,ATM010,0.1218,0.0697,0.4303,1.0,0
59,ATM011,0.1218,0.0697,0.2161,0.2197,0
59,ATM012,0.1218,0.0697,0.2695,0.0,0
60,ATM001,0.1984,0.2992,0.5003,1.0,0
60,ATM002,0.1984,0.2992,0.2786,0.2214,0
60,ATM003,0.1984,0.2992,0.0328,0.0,0
60,ATM004,0.1984,0.2992,0.6784,0.2201,0
60,ATM005,0.1984,0.2992,0.4713,1.0,1
60,ATM006,0.1984,0.2992,0.3804,1.0,0
60,ATM007,0.1984,0.2992,0.8322,0.6901,0
60,ATM008,0.1984,0.2992,0.3704,0.0,0
60,ATM009,0.1984,0.2992,0.2,0.0,0
60,ATM010,0.1984,0.2992,0.1857,1.0,0
60,ATM011,0.1984,0.2992,0.4118,0.2197,0
60,ATM012,0.1984,0.2992,0.153,0.0,0
61,ATM001,0.385,0.7286,0.0445,1.0,0
61,ATM002,0.385,0.7286,0.5927,0.2214,0
61,ATM003,0.385,0.7286,0.5069,0.0,0
61,ATM004,0.385,0.7286,0.6535,0.2201,0
61,ATM005,0.385,0.7286,0.8299,1.0,1
61,ATM006,0.385,0.7286,0.8968,1.0,0
61,ATM007,0.385,0.7286,0.73,0.6901,0
61,ATM008,0.385,0.7286,0.416,0.0,0
61,ATM009,0.385,0.7286,0.1062,0.0,0
61,ATM010,0.385,0.7286,0.4303,1.0,0
61,ATM011,0.385,0.7286,0.2161,0.2197,0
61,ATM012,0.385,0.7286,0.2695,0.0,0
62,ATM001,0.3838,0.7261,0.5003,1.0,0
62,ATM002,0.3838,0.7261,0.2786,0.2214,0
62,ATM003,0.3838,0.7261,0.0328,0.0,0
62,ATM004,0.3838,0.7261,0.6784,0.2201,0
62,ATM005,0.3838,0.7261,0.4713,1.0,1
62,ATM006,0.3838,0.7261,0.3804,1.0,0
62,ATM007,0.3838,0.7261,0.8322,0.6901,0
62,ATM008,0.3838,0.7261,0.3704,0.0,0
62,ATM009,0.3838,0.7261,0.2,0.0,0
62,ATM010,0.3838,0.7261,0.1857,1.0,0
62,ATM011,0.3838,0.7261,0.4118,0.2197,0
62,ATM012,0.3838,0.7261,0.153,0.0,0
63,ATM001,0.3453,0.644,0.6397,1.0,1
63,ATM002,0.3453,0.644,0.3232,0.2214,0
63,ATM003,0.3453,0.644,0.6754,0.0,0
63,ATM004,0.3453,0.644,0.0208,0.2201,0
63,ATM005,0.3453,0.644,0.7704,1.0,0
63,ATM006,0.3453,0.644,0.5226,1.0,0
63,ATM007,0.3453,0.644,0.7336,0.6901,0
63,ATM008,0.3453,0.644,0.2824,0.0,0
63,ATM009,0.3453,0.644,0.1115,0.0,0
63,ATM010,0.3453,0.644,0.2449,1.0,0
63,ATM011,0.3453,0.644,0.2302,0.2197,0
63,ATM012,0.3453,0.644,0.1498,0.0,0
64,ATM001,0.4382,0.8381,0.9048,1.0,0
64,ATM002,0.4382,0.8381,0.6989,0.2214,0
64,ATM003,0.4382,0.8381,0.3734,0.0,0
64,ATM004,0.4382,0.8381,0.5135,0.2201,0
64,ATM005,0.4382,0.8381,0.7591,1.0,0
64,ATM006,0.4382,0.8381,0.0169,1.0,0
64,ATM007,0.4382,0.8381,0.5374,0.6901,1
64,ATM008,0.4382,0.8381,0.3626,0.0,0
64,ATM009,0.4382,0.8381,0.0813,0.0,0
64,ATM010,0.4382,0.8381,0.5696,1.0,0
64,ATM011,0.4382,0.8381,0.1634,0.2197,0
64,ATM012,0.4382,0.8381,0.2993,0.0,0
65,ATM001,0.3318,0.6147,0.5003,1.0,0
65,ATM002,0.3318,0.6147,0.2786,0.2214,0
65,ATM003,0.3318,0.6147,0.0328,0.0,0
65,ATM004,0.3318,0.6147,0.6784,0.2201,0
65,ATM005,0.3318,0.6147,0.4713,1.0,0
65,ATM006,0.3318,0.6147,0.3804,1.0,0
65,ATM007,0.3318,0.6147,0.8322,0.9247,0
65,ATM008,0.3318,0.6147,0.3704,0.0,0
65,ATM009,0.3318,0.6147,0.2,0.0,0
65,ATM010,0.3318,0.6147,0.1857,1.0,1
65,ATM011,0.3318,0.6147,0.4118,0.2197,0
65,ATM012,0.3318,0.6147,0.153,0.0,0
66,ATM001,0.2072,0.322,0.6397,1.0,0
66,ATM002,0.2072,0.322,0.3232,0.2214,0
66,ATM003,0.2072,0.322,0.6754,0.0,0
66,ATM004,0.2072,0.322,0.0208,0.2201,0
66,ATM005,0.2072,0.322,0.7704,1.0,0
66,ATM006,0.2072,0.322,0.5226,1.0,0
66,ATM007,0.2072,0.322,0.7336,0.9247,0
66,ATM008,0.2072,0.322,0.2824,0.0,0
66,ATM009,0.2072,0.322,0.1115,0.0,0
66,ATM010,0.2072,0.322,0.2449,1.0,1
66,ATM011,0.2072,0.322,0.2302,0.2197,0
66,ATM012,0.2072,0.322,0.1498,0.0,0
67,ATM001,0.1074,0.0039,0.5003,1.0,1
67,ATM002,0.1074,0.0039,0.2786,0.2214,0
67,ATM003,0.1074,0.0039,0.0328,0.0,0
67,ATM004,0.1074,0.0039,0.6784,0.2201,0
67,ATM005,0.1074,0.0039,0.4713,1.0,0
67,ATM006,0.1074,0.0039,0.3804,1.0,0
67,ATM007,0.1074,0.0039,0.8322,0.9247,0
67,ATM008,0.1074,0.0039,0.3704,0.0,0
67,ATM009,0.1074,0.0039,0.2,0.0,0
67,ATM010,0.1074,0.0039,0.1857,1.0,0
67,ATM011,0.1074,0.0039,0.4118,0.2197,0
67,ATM012,0.1074,0.0039,0.153,0.0,0
68,ATM001,0.2055,0.3177,0.6397,1.0,0
68,ATM002,0.2055,0.3177,0.3232,0.2214,0
68,ATM003,0.2055,0.3177,0.6754,0.0,0
68,ATM004,0.2055,0.3177,0.0208,0.2201,0
68,ATM005,0.2055,0.3177,0.7704,1.0,0
68,ATM006,0.2055,0.3177,0.5226,1.0,0
68,ATM007,0.2055,0.3177,0.7336,0.9247,0
68,ATM008,0.2055,0.3177,0.2824,0.0,0
68,ATM009,0.2055,0.3177,0.1115,0.0,0
68,ATM010,0.2055,0.3177,0.2449,1.0,1
68,ATM011,0.2055,0.3177,0.2302,0.2197,0
68,ATM012,0.2055,0.3177,0.1498,0.0,0
69,ATM001,0.4054,0.7711,0.0445,1.0,0
69,ATM002,0.4054,0.7711,0.5927,0.2214,0
69,ATM003,0.4054,0.7711,0.5069,0.0,0
69,ATM004,0.4054,0.7711,0.6535,0.2201,0
69,ATM005,0.4054,0.7711,0.8299,1.0,1
69,ATM006,0.4054,0.7711,0.8968,1.0,0
69,ATM007,0.4054,0.7711,0.73,0.9247,0
69,ATM008,0.4054,0.7711,0.416,0.0,0
69,ATM009,0.4054,0.7711,0.1062,0.0,0
69,ATM010,0.4054,0.7711,0.4303,1.0,0
69,ATM011,0.4054,0.7711,0.2161,0.2197,0
69,ATM012,0.4054,0.7711,0.2695,0.0,0
70,ATM001,0.2072,0.322,0.6397,1.0,0
70,ATM002,0.2072,0.322,0.3232,0.2214,0
70,ATM003,0.2072,0.322,0.6754,0.0,0
70,ATM004,0.2072,0.322,0.0208,0.2201,0
70,ATM005,0.2072,0.322,0.7704,1.0,0
70,ATM006,0.2072,0.322,0.5226,1.0,0
70,ATM007,0.2072,0.322,0.7336,0.9247,0
70,ATM008,0.2072,0.322,0.2824,0.0,1
70,ATM009,0.2072,0.322,0.1115,0.0,0
70,ATM010,0.2072,0.322,0.2449,1.0,0
70,ATM011,0.2072,0.322,0.2302,0.2197,0
70,ATM012,0.2072,0.322,0.1498,0.0,0
71,ATM001,0.4382,0.8381,0.6397,1.0,1
71,ATM002,0.4382,0.8381,0.3232,0.2214,0
71,ATM003,0.4382,0.8381,0.6754,0.0,0
71,ATM004,0.4382,0.8381,0.0208,0.2201,0
71,ATM005,0.4382,0.8381,0.7704,1.0,0
71,ATM006,0.4382,0.8381,0.5226,1.0,0
71,ATM007,0.4382,0.8381,0.7336,0.9247,0
71,ATM008,0.4382,0.8381,0.2824,0.2367,0
71,ATM009,0.4382,0.8381,0.1115,0.0,0
71,ATM010,0.4382,0.8381,0.2449,1.0,0
71,ATM011,0.4382,0.8381,0.2302,0.2197,0
71,ATM012,0.4382,0.8381,0.1498,0.0,0
72,ATM001,0.3725,0.7023,0.0445,1.0,0
72,ATM002,0.3725,0.7023,0.5927,0.2214,0
72,ATM003,0.3725,0.7023,0.5069,0.0,0
72,ATM004,0.3725,0.7023,0.6535,0.2201,0
72,ATM005,0.3725,0.7023,0.8299,1.0,0
72,ATM006,0.3725,0.7023,0.8968,1.0,0
72,ATM007,0.3725,0.7023,0.73,0.9247,0
72,ATM008,0.3725,0.7023,0.416,0.2367,0
72,ATM009,0.3725,0.7023,0.1062,0.0,0
72,ATM010,0.3725,0.7023,0.4303,1.0,1
72,ATM011,0.3725,0.7023,0.2161,0.2197,0
72,ATM012,0.3725,0.7023,0.2695,0.0,0
73,ATM001,0.233,0.3867,0.6054,1.0,1
73,ATM002,0.233,0.3867,0.0296,0.2214,0
73,ATM003,0.233,0.3867,0.2712,0.0,0
73,ATM004,0.233,0.3867,0.319,0.2201,0
73,ATM005,0.233,0.3867,0.4439,1.0,0
73,ATM006,0.233,0.3867,0.6973,1.0,0
73,ATM007,0.233,0.3867,0.3976,0.9247,0
73,ATM008,0.233,0.3867,0.446,0.2367,0
73,ATM009,0.233,0.3867,0.0813,0.0,0
73,ATM010,0.233,0.3867,0.7441,1.0,0
73,ATM011,0.233,0.3867,0.1531,0.2197,0
73,ATM012,0.233,0.3867,0.5122,0.0,0
74,ATM001,0.2564,0.4434,0.9048,1.0,0
74,ATM002,0.2564,0.4434,0.6989,0.2214,0
74,ATM003,0.2564,0.4434,0.3734,0.0,0
74,ATM004,0.2564,0.4434,0.5135,0.2201,0
74,ATM005,0.2564,0.4434,0.7591,1.0,0
74,ATM006,0.2564,0.4434,0.0169,1.0,0
74,ATM007,0.2564,0.4434,0.5374,0.9247,0
74,ATM008,0.2564,0.4434,0.3626,0.2367,0
74,ATM009,0.2564,0.4434,0.0813,0.0,0
74,ATM010,0.2564,0.4434,0.5696,1.0,1
74,ATM011,0.2564,0.4434,0.1634,0.2197,0
74,ATM012,0.2564,0.4434,0.2993,0.0,0
75,ATM001,0.2997,0.5434,0.9048,1.0,0
75,ATM002,0.2997,0.5434,0.6989,0.2214,0
75,ATM003,0.2997,0.5434,0.3734,0.0,0
75,ATM004,0.2997,0.5434,0.5135,0.2201,0
75,ATM005,0.2997,0.5434,0.7591,1.0,0
75,ATM006,0.2997,0.5434,0.0169,1.0,0
75,ATM007,0.2997,0.5434,0.5374,0.9247,0
75,ATM008,0.2997,0.5434,0.3626,0.2367,1
75,ATM009,0.2997,0.5434,0.0813,0.0,0
75,ATM010,0.2997,0.5434,0.5696,1.0,0
75,ATM011,0.2997,0.5434,0.1634,0.2197,0
75,ATM012,0.2997,0.5434,0.2993,0.0,0
76,ATM001,0.2273,0.3728,0.9048,1.0,0
76,ATM002,0.2273,0.3728,0.6989,0.2214,1
76,ATM003,0.2273,0.3728,0.3734,0.0,0
76,ATM004,0.2273,0.3728,0.5135,0.2201,0
76,ATM005,0.2273,0.3728,0.7591,1.0,0
76,ATM006,0.2273,0.3728,0.0169,1.0,0
76,ATM007,0.2273,0.3728,0.5374,0.9247,0
76,ATM008,0.2273,0.3728,0.3626,0.4752,0
76,ATM009,0.2273,0.3728,0.0813,0.0,0
76,ATM010,0.2273,0.3728,0.5696,1.0,0
76,ATM011,0.2273,0.3728,0.1634,0.2197,0
76,ATM012,0.2273,0.3728,0.2993,0.0,0
77,ATM001,0.2742,0.4851,0.5003,1.0,0
77,ATM002,0.2742,0.4851,0.2786,0.4602,0
77,ATM003,0.2742,0.4851,0.0328,0.0,0
77,ATM004,0.2742,0.4851,0.6784,0.2201,0
77,ATM005,0.2742,0.4851,0.4713,1.0,1
77,ATM006,0.2742,0.4851,0.3804,1.0,0
77,ATM007,0.2742,0.4851,0.8322,0.9247,0
77,ATM008,0.2742,0.4851,0.3704,0.4752,0
77,ATM009,0.2742,0.4851,0.2,0.0,0
77,ATM010,0.2742,0.4851,0.1857,1.0,0
77,ATM011,0.2742,0.4851,0.4118,0.2197,0
77,ATM012,0.2742,0.4851,0.153,0.0,0
78,ATM001,0.117,0.0511,0.9048,1.0,0
78,ATM002,0.117,0.0511,0.6989,0.4602,0
78,ATM003,0.117,0.0511,0.3734,0.0,0
78,ATM004,0.117,0.0511,0.5135,0.2201,0
78,ATM005,0.117,0.0511,0.7591,1.0,1
78,ATM006,0.117,0.0511,0.0169,1.0,0
78,ATM007,0.117,0.0511,0.5374,0.9247,0
78,ATM008,0.117,0.0511,0.3626,0.4752,0
78,ATM009,0.117,0.0511,0.0813,0.0,0
78,ATM010,0.117,0.0511,0.5696,1.0,0
78,ATM011,0.117,0.0511,0.1634,0.2197,0
78,ATM012,0.117,0.0511,0.2993,0.0,0
79,ATM001,0.2224,0.3606,0.5003,1.0,0
79,ATM002,0.2224,0.3606,0.2786,0.4602,0
79,ATM003,0.2224,0.3606,0.0328,0.0,0
79,ATM004,0.2224,0.3606,0.6784,0.2201,0
79,ATM005,0.2224,0.3606,0.4713,1.0,0
79,ATM006,0.2224,0.3606,0.3804,1.0,0
79,ATM007,0.2224,0.3606,0.8322,0.9247,0
79,ATM008,0.2224,0.3606,0.3704,0.4752,0
79,ATM009,0.2224,0.3606,0.2,0.0,0
79,ATM010,0.2224,0.3606,0.1857,1.0,1
79,ATM011,0.2224,0.3606,0.4118,0.2197,0
79,ATM012,0.2224,0.3606,0.153,0.0,0
80,ATM001,0.4246,0.8106,0.6054,1.0,1
80,ATM002,0.4246,0.8106,0.0296,0.4602,0
80,ATM003,0.4246,0.8106,0.2712,0.0,0
80,ATM004,0.4246,0.8106,0.319,0.2201,0
80,ATM005,0.4246,0.8106,0.4439,1.0,0
80,ATM006,0.4246,0.8106,0.6973,1.0,0
80,ATM007,0.4246,0.8106,0.3976,0.9247,0
80,ATM008,0.4246,0.8106,0.446,0.4752,0
80,ATM009,0.4246,0.8106,0.0813,0.0,0
80,ATM010,0.4246,0.8106,0.7441,1.0,0
80,ATM011,0.4246,0.8106,0.1531,0.2197,0
80,ATM012,0.4246,0.8106,0.5122,0.0,0
81,ATM001,0.2721,0.4803,0.0445,1.0,0
81,ATM002,0.2721,0.4803,0.5927,0.4602,0
81,ATM003,0.2721,0.4803,0.5069,0.0,0
81,ATM004,0.2721,0.4803,0.6535,0.2201,0
81,ATM005,0.2721,0.4803,0.8299,1.0,1
81,ATM006,0.2721,0.4803,0.8968,1.0,0
81,ATM007,0.2721,0.4803,0.73,0.9247,0
81,ATM008,0.2721,0.4803,0.416,0.4752,0
81,ATM009,0.2721,0.4803,0.1062,0.0,0
81,ATM010,0.2721,0.4803,0.4303,1.0,0
81,ATM011,0.2721,0.4803,0.2161,0.2197,0
81,ATM012,0.2721,0.4803,0.2695,0.0,0
82,ATM001,0.2154,0.343,0.0445,1.0,0
82,ATM002,0.2154,0.343,0.5927,0.4602,0
82,ATM003,0.2154,0.343,0.5069,0.0,0
82,ATM004,0.2154,0.343,0.6535,0.2201,0
82,ATM005,0.2154,0.343,0.8299,1.0,1
82,ATM006,0.2154,0.343,0.8968,1.0,0
82,ATM007,0.2154,0.343,0.73,0.9247,0
82,ATM008,0.2154,0.343,0.416,0.4752,0
82,ATM009,0.2154,0.343,0.1062,0.0,0
82,ATM010,0.2154,0.343,0.4303,1.0,0
